region_a,label_a,region_b,label_b,overlap_voxels,intersection_over_union,overlap_fraction_smaller
2,1228,3,318,1,0.00423728813559322,0.02631578947368421
2,1234,3,328,39,0.35454545454545455,0.6290322580645161
2,1239,3,412,24,0.24242424242424243,0.5581395348837209
2,1267,3,439,7,0.046052631578947366,0.11666666666666667
2,1267,3,478,6,0.075,0.23076923076923078
2,1293,3,378,29,0.29,0.5178571428571429
2,1296,3,381,39,0.203125,0.6964285714285714
2,1303,3,80,5,0.001850481125092524,0.22727272727272727
2,1336,3,80,13,0.004807692307692308,0.40625
2,1433,3,533,9,0.391304347826087,0.5625
2,1437,3,534,7,0.28,0.7
2,538,4,8,3,0.008620689655172414,0.1875
2,552,4,15,3,0.018518518518518517,0.16666666666666666
2,573,4,64,1,0.0030959752321981426,0.024390243902439025
2,573,4,809,10,0.034013605442176874,0.47619047619047616
2,573,4,1025,31,0.1,0.5344827586206896
2,573,4,1028,26,0.08253968253968254,0.4482758620689655
2,578,4,77,11,0.06432748538011696,0.21568627450980393
2,578,4,960,34,0.22077922077922077,0.5964912280701754
2,581,4,91,46,0.2222222222222222,0.3865546218487395
2,584,4,964,21,0.15671641791044777,0.3230769230769231
2,594,4,965,13,0.14772727272727273,0.3333333333333333
2,595,4,18,66,0.03019213174748399,0.08229426433915212
2,608,4,103,26,0.13,0.33766233766233766
2,610,4,18,47,0.023689516129032258,0.08089500860585198
2,610,4,1026,36,0.059900166389351084,0.6428571428571429
2,610,4,1027,33,0.05339805825242718,0.4714285714285714
2,615,4,8,29,0.03689567430025445,0.08656716417910448
2,615,4,21,20,0.03717472118959108,0.2564102564102564
2,615,4,856,6,0.012295081967213115,0.42857142857142855
2,615,4,955,50,0.10040160642570281,0.7352941176470589
2,615,4,956,38,0.06608695652173913,0.2857142857142857
2,615,4,957,1,0.001841620626151013,0.015625
2,615,4,1020,15,0.027985074626865673,0.2112676056338028
2,615,4,1022,39,0.07707509881422925,0.6
2,616,4,18,25,0.016458196181698487,0.26595744680851063
2,696,4,18,16,0.0103026400515132,0.13445378151260504
2,696,4,958,50,0.37037037037037035,0.7575757575757576
2,779,4,8,39,0.07768924302788845,0.18932038834951456
2,779,4,21,4,0.014285714285714285,0.05128205128205128
2,779,4,801,15,0.07109004739336493,0.75
2,779,4,1103,8,0.03065134099616858,0.12698412698412698
2,779,4,1106,39,0.17105263157894737,0.639344262295082
2,783,4,15,78,0.4406779661016949,0.7222222222222222
2,790,4,18,80,0.05383580080753701,0.6896551724137931
2,795,4,957,40,0.2597402597402597,0.625
2,831,4,9,4,0.030534351145038167,0.2
2,831,4,18,2,0.0012795905310300703,0.017391304347826087
2,831,4,766,66,0.4258064516129032,0.6226415094339622
2,835,4,18,20,0.012987012987012988,0.18181818181818182
2,835,4,802,17,0.1504424778761062,0.85
2,837,4,18,62,0.041305796135909394,0.5486725663716814
2,839,4,18,8,0.00517464424320828,0.07692307692307693
2,839,4,956,43,0.22164948453608246,0.41346153846153844
2,840,4,18,34,0.02232435981615233,0.3177570093457944
2,973,4,8,18,0.0425531914893617,0.16981132075471697
2,973,4,1017,41,0.3203125,0.6507936507936508
2,552,5,5,4,0.1111111111111111,0.2222222222222222
2,557,5,2,6,0.1935483870967742,0.35294117647058826
2,560,5,3,5,0.15625,0.45454545454545453
2,561,5,4,8,0.056338028169014086,0.38095238095238093
2,563,5,11,6,0.044444444444444446,0.2857142857142857
2,565,5,553,1,0.007142857142857143,0.045454545454545456
2,567,5,12,3,0.10344827586206896,0.23076923076923078
2,569,5,7,5,0.16666666666666666,0.29411764705882354
2,570,5,8,7,0.25925925925925924,0.5
2,574,5,13,5,0.2631578947368421,0.4166666666666667
2,575,5,20,6,0.043478260869565216,0.3157894736842105
2,576,5,26,4,0.19047619047619047,0.3333333333333333
2,577,5,21,4,0.16,0.2857142857142857
2,578,5,740,57,0.3202247191011236,0.5480769230769231
2,580,5,575,68,0.34517766497461927,0.6538461538461539
2,581,5,46,1,0.007042253521126761,0.041666666666666664
2,581,5,776,44,0.2543352601156069,0.4489795918367347
2,583,5,37,8,0.2857142857142857,0.5333333333333333
2,584,5,742,24,0.14201183431952663,0.26666666666666666
2,585,5,42,1,0.0044444444444444444,0.009345794392523364
2,585,5,48,30,0.15228426395939088,0.2803738317757009
2,585,5,56,1,0.0043859649122807015,0.009345794392523364
2,586,5,576,67,0.2768595041322314,0.5
2,587,5,43,1,0.0033112582781456954,0.05263157894736842
2,587,5,738,65,0.21172638436482086,0.7386363636363636
2,587,5,775,53,0.15868263473053892,0.5145631067961165
2,589,5,677,67,0.32682926829268294,0.5677966101694916
2,590,5,390,67,0.34183673469387754,0.536
2,591,5,56,8,0.05714285714285714,0.3076923076923077
2,592,5,39,4,0.032520325203252036,0.3076923076923077
2,592,5,678,36,0.1875,0.3157894736842105
2,593,5,573,41,0.19339622641509435,0.3761467889908257
2,593,5,577,2,0.00851063829787234,0.021505376344086023
2,594,5,580,13,0.0948905109489051,0.3333333333333333
2,595,5,24,72,0.08200455580865604,0.4864864864864865
2,595,5,35,104,0.11063829787234042,0.4297520661157025
2,595,5,49,15,0.016059957173447537,0.10204081632653061
2,595,5,57,1,0.0010718113612004287,0.007575757575757576
2,595,5,731,72,0.0851063829787234,0.6206896551724138
2,595,5,737,68,0.08085612366230678,0.6355140186915887
2,595,5,774,2,0.002197802197802198,0.01818181818181818
2,595,5,1071,1,0.001215066828675577,0.045454545454545456
2,596,5,579,5,0.03816793893129771,0.2631578947368421
2,597,5,294,38,0.24836601307189543,0.4578313253012048
2,598,5,743,13,0.11607142857142858,0.24074074074074073
2,599,5,50,8,0.053691275167785234,0.16666666666666666
2,601,5,679,14,0.13861386138613863,0.4666666666666667
2,602,5,388,9,0.03214285714285714,0.391304347826087
2,603,5,680,3,0.02097902097902098,0.1111111111111111
2,604,5,574,6,0.049586776859504134,0.21428571428571427
2,605,5,676,73,0.365,0.6460176991150443
2,606,5,392,50,0.27472527472527475,0.5
2,608,5,55,21,0.06461538461538462,0.2727272727272727
2,609,5,387,67,0.32211538461538464,0.5275590551181102
2,610,5,34,51,0.0776255707762557,0.4015748031496063
2,610,5,42,36,0.05421686746987952,0.3025210084033613
2,610,5,47,1,0.0014388489208633094,0.008695652173913044
2,610,5,56,8,0.011510791366906475,0.06557377049180328
2,610,5,733,1,0.001443001443001443,0.008849557522123894
2,610,5,741,47,0.07186544342507645,0.39166666666666666
2,610,5,773,52,0.0804953560371517,0.4444444444444444
2,615,5,9,77,0.14473684210526316,0.5968992248062015
2,615,5,14,67,0.12316176470588236,0.5114503816793893
2,615,5,736,2,0.0035335689045936395,0.022727272727272728
2,616,5,47,28,0.15469613259668508,0.2978723404255319
2,617,5,388,71,0.21194029850746268,0.5071428571428571
2,620,5,560,78,0.5131578947368421,0.7572815533980582
2,621,5,548,68,0.04040404040404041,0.6296296296296297
2,621,5,550,90,0.05369928400954654,0.7317073170731707
2,621,5,565,75,0.04466944609886837,0.6756756756756757
2,621,5,571,66,0.03907637655417407,0.5892857142857143
2,621,5,673,77,0.04583333333333333,0.6754385964912281
2,621,5,728,71,0.0428226779252111,0.8255813953488372
2,621,5,765,79,0.04710793082886106,0.6991150442477876
2,621,5,821,34,0.020618556701030927,0.85
2,622,5,384,79,0.47878787878787876,0.6869565217391305
2,623,5,390,1,0.004098360655737705,0.008333333333333333
2,623,5,569,58,0.3372093023255814,0.5272727272727272
2,624,5,386,67,0.04499664204163868,0.5630252100840336
2,624,5,549,112,0.07598371777476255,0.7516778523489933
2,624,5,552,79,0.054072553045859,0.7669902912621359
2,624,5,554,80,0.05486968449931413,0.7920792079207921
2,624,5,556,81,0.055517477724468814,0.7864077669902912
2,624,5,559,79,0.05374149659863946,0.7053571428571429
2,624,5,562,83,0.056309362279511534,0.6916666666666667
2,624,5,565,2,0.00129366106080207,0.018018018018018018
2,624,5,732,72,0.04871447902571042,0.6371681415929203
2,625,5,574,41,0.26282051282051283,0.41836734693877553
2,632,5,664,66,0.515625,0.7674418604651163
2,633,5,570,76,0.42696629213483145,0.6608695652173913
2,688,5,804,46,0.36507936507936506,0.696969696969697
2,689,5,665,81,0.574468085106383,0.75
2,690,5,668,84,0.525,0.8235294117647058
2,691,5,4,82,0.5503355704697986,0.803921568627451
2,692,5,553,83,0.1064102564102564,0.6974789915966386
2,692,5,557,97,0.12679738562091503,0.8220338983050848
2,692,5,566,70,0.08860759493670886,0.603448275862069
2,692,5,568,6,0.006904487917146145,0.04580152671755725
2,692,5,670,81,0.10602094240837696,0.801980198019802
2,692,5,672,76,0.0988296488946684,0.7524752475247525
2,692,5,675,1,0.001176470588235294,0.009345794392523364
2,693,5,384,5,0.009074410163339383,0.043478260869565216
2,693,5,555,89,0.18895966029723993,0.7478991596638656
2,693,5,564,74,0.15879828326180256,0.7474747474747475
2,693,5,568,77,0.15555555555555556,0.5877862595419847
2,694,5,381,78,0.527027027027027,0.6964285714285714
2,695,5,558,69,0.44805194805194803,0.7419354838709677
2,695,5,563,1,0.004032258064516129,0.008403361344537815
2,696,5,733,61,0.3567251461988304,0.5398230088495575
2,697,5,31,73,0.3945945945945946,0.5748031496062992
2,698,5,563,74,0.13051146384479717,0.6218487394957983
2,698,5,566,1,0.0015698587127158557,0.008620689655172414
2,698,5,567,71,0.12678571428571428,0.6513761467889908
2,698,5,572,66,0.11578947368421053,0.5789473684210527
2,698,5,730,81,0.14862385321100918,0.7788461538461539
2,699,5,20,1,0.0012091898428053204,0.008
2,699,5,383,82,0.11141304347826086,0.7130434782608696
2,699,5,385,73,0.09567496723460026,0.5488721804511278
2,699,5,558,1,0.0012578616352201257,0.010752688172043012
2,699,5,674,62,0.08481532147742818,0.6888888888888889
2,699,5,735,76,0.10119840213049268,0.6129032258064516
2,699,5,739,8,0.01,0.0761904761904762
2,699,5,772,65,0.08928571428571429,0.7222222222222222
2,699,5,949,2,0.0028011204481792717,0.15384615384615385
2,700,5,774,68,0.40236686390532544,0.6181818181818182
2,701,5,389,34,0.25,0.5074626865671642
2,702,5,675,64,0.39751552795031053,0.5981308411214953
2,703,5,743,8,0.09195402298850575,0.3333333333333333
2,703,5,842,3,0.06666666666666667,0.125
2,779,5,1,80,0.3137254901960784,0.6201550387596899
2,780,5,814,33,0.2773109243697479,0.7333333333333333
2,781,5,798,56,0.42424242424242425,0.6511627906976745
2,782,5,801,55,0.4330708661417323,0.7638888888888888
2,783,5,5,3,0.023622047244094488,0.13636363636363635
2,783,5,766,70,0.5147058823529411,0.7142857142857143
2,784,5,763,11,0.09565217391304348,0.8461538461538461
2,784,5,812,49,0.3828125,0.765625
2,785,5,725,78,0.5531914893617021,0.78
2,786,5,666,79,0.5266666666666666,0.7314814814814815
2,787,5,380,75,0.5555555555555556,0.75
2,788,5,764,68,0.4473684210526316,0.6238532110091743
2,789,5,767,71,0.5259259259259259,0.797752808988764
2,790,5,10,1,0.0070921985815602835,0.038461538461538464
2,790,5,769,72,0.5179856115107914,0.7578947368421053
2,790,5,1071,1,0.0072992700729927005,0.045454545454545456
2,791,5,551,75,0.5136986301369864,0.6880733944954128
2,792,5,669,75,0.4934210526315789,0.6818181818181818
2,793,5,382,72,0.43902439024390244,0.6428571428571429
2,794,5,667,76,0.6333333333333333,0.8
2,795,5,736,42,0.23863636363636365,0.4772727272727273
2,796,5,17,71,0.4251497005988024,0.6339285714285714
2,797,5,771,75,0.47770700636942676,0.6696428571428571
2,798,5,561,75,0.4716981132075472,0.6578947368421053
2,799,5,20,72,0.44171779141104295,0.6545454545454545
2,800,5,734,69,0.45098039215686275,0.6571428571428571
2,801,5,391,1,0.0038910505836575876,0.009009009009009009
2,801,5,735,1,0.003703703703703704,0.008064516129032258
2,801,5,739,63,0.3333333333333333,0.6
2,831,5,762,14,0.11764705882352941,0.7777777777777778
2,831,5,811,48,0.39344262295081966,0.8727272727272727
2,832,5,807,56,0.5,0.9333333333333333
2,833,5,803,51,0.4015748031496063,0.7183098591549296
2,834,5,797,52,0.4642857142857143,0.8125
2,835,5,727,83,0.6148148148148148,0.7685185185185185
2,836,5,726,72,0.5106382978723404,0.8
2,837,5,729,62,0.389937106918239,0.5740740740740741
2,838,5,768,70,0.5785123966942148,0.8045977011494253
2,839,5,22,54,0.3103448275862069,0.5192307692307693
2,840,5,770,67,0.5114503816793893,0.7362637362637363
2,841,5,671,72,0.48322147651006714,0.7058823529411765
2,862,5,11,64,0.4050632911392405,0.6274509803921569
2,973,5,802,55,0.45081967213114754,0.7746478873239436
2,1386,5,1320,1,0.004784688995215311,0.1
2,1431,5,1597,8,0.38095238095238093,0.6666666666666666
2,1432,5,1602,8,0.42105263157894735,0.6153846153846154
2,1436,5,1591,7,0.4117647058823529,0.6363636363636364
2,1437,5,1592,7,0.4666666666666667,0.7
2,580,6,601,47,0.27976190476190477,0.8703703703703703
2,586,6,537,40,0.2094240837696335,0.7142857142857143
2,590,6,464,47,0.29936305732484075,0.7121212121212122
2,597,6,610,35,0.33653846153846156,0.625
2,598,6,467,13,0.13131313131313133,0.24074074074074073
2,605,6,533,37,0.20786516853932585,0.6727272727272727
2,620,6,586,41,0.3082706766917293,0.8723404255319149
2,621,6,497,42,0.025362318840579712,0.7636363636363637
2,621,6,510,48,0.02917933130699088,0.96
2,621,6,521,43,0.02601330913490623,0.8113207547169812
2,621,6,524,38,0.022988505747126436,0.7916666666666666
2,621,6,570,48,0.028950542822677925,0.7619047619047619
2,621,6,574,28,0.016877637130801686,0.6363636363636364
2,621,6,578,43,0.025966183574879228,0.7678571428571429
2,621,6,594,41,0.024758454106280192,0.7592592592592593
2,623,6,530,38,0.2714285714285714,0.6551724137931034
2,624,6,458,37,0.02515295717199184,0.5211267605633803
2,624,6,509,32,0.02165087956698241,0.4383561643835616
2,624,6,518,46,0.031186440677966103,0.5476190476190477
2,624,6,582,37,0.02560553633217993,0.8222222222222222
2,703,6,467,5,0.06493506493506493,0.20833333333333334
2,777,6,635,1,0.014705882352941176,0.034482758620689655
3,80,5,294,16,0.005761613251710479,0.14814814814814814
3,80,5,388,40,0.013740982480247337,0.15037593984962405
3,80,5,390,4,0.0014255167498218105,0.032
3,80,5,396,7,0.00248403122782115,0.05
3,80,5,548,61,0.02232796486090776,0.5648148148148148
3,80,5,549,11,0.0038965639390719092,0.0738255033557047
3,80,5,552,52,0.019005847953216373,0.5048543689320388
3,80,5,554,61,0.02238532110091743,0.6039603960396039
3,80,5,559,52,0.01894353369763206,0.4642857142857143
3,80,5,565,52,0.018950437317784258,0.46846846846846846
3,80,5,569,44,0.01599418393311523,0.4
3,80,5,571,51,0.018572469045884922,0.45535714285714285
3,80,5,575,33,0.011973875181422351,0.3173076923076923
3,80,5,576,31,0.011119081779053085,0.23134328358208955
3,80,5,673,5,0.0017895490336435219,0.043859649122807015
3,80,5,676,46,0.016715116279069766,0.40707964601769914
3,80,5,743,9,0.0032763014197306154,0.1267605633802817
3,86,5,388,13,0.04710144927536232,0.5652173913043478
3,87,5,390,37,0.22699386503067484,0.49333333333333335
3,278,5,673,59,0.35542168674698793,0.5315315315315315
3,313,5,821,26,0.24761904761904763,0.65
3,314,5,560,57,0.23265306122448978,0.5533980582524272
3,314,5,728,54,0.23376623376623376,0.627906976744186
3,352,5,765,59,0.44360902255639095,0.7468354430379747
3,377,5,550,60,0.4195804195804196,0.75
3,503,5,1201,7,0.0030081650193382035,0.30434782608695654
3,503,5,1205,3,0.0012903225806451613,0.17647058823529413
3,503,5,1364,1,0.00043010752688172043,0.06666666666666667
3,503,5,1365,11,0.004739336492890996,0.5238095238095238
3,503,5,1614,5,0.002152389151958674,0.29411764705882354
3,508,5,1363,1,0.009345794392523364,0.0625
3,508,5,1364,4,0.038834951456310676,0.26666666666666666
3,508,5,1606,1,0.009345794392523364,0.0625
3,509,5,1606,10,0.14492753623188406,0.625
3,509,5,1614,8,0.1111111111111111,0.47058823529411764
3,534,5,1592,12,0.5454545454545454,1.0
3,536,5,1593,9,0.5,0.6923076923076923
3,80,6,429,7,0.0025491624180626364,0.10294117647058823
3,80,6,458,6,0.002181818181818182,0.08450704225352113
3,80,6,462,3,0.0010944910616563297,0.05084745762711865
3,80,6,464,1,0.0003636363636363636,0.015151515151515152
3,80,6,467,2,0.0007296607077708865,0.034482758620689655
3,80,6,509,26,0.00951683748169839,0.3561643835616438
3,80,6,518,41,0.015029325513196481,0.4880952380952381
3,80,6,524,31,0.01147298297557365,0.6458333333333334
3,80,6,526,34,0.012578616352201259,0.6538461538461539
3,80,6,527,37,0.013708781030011115,0.7254901960784313
3,80,6,530,15,0.005498533724340176,0.25862068965517243
3,80,6,532,44,0.016320474777448073,0.8
3,80,6,533,29,0.010697159719660641,0.5272727272727272
3,80,6,537,14,0.005133846718005134,0.25
3,80,6,574,28,0.01036653091447612,0.6363636363636364
3,80,6,582,38,0.01411589895988113,0.8444444444444444
3,80,6,594,43,0.015949554896142432,0.7962962962962963
3,80,6,601,13,0.004768892149669846,0.24074074074074073
3,80,6,610,9,0.003294289897510981,0.16071428571428573
3,81,6,520,37,0.0397422126745435,0.2868217054263566
3,81,6,595,12,0.013683010262257697,0.24
3,81,6,652,19,0.022485207100591716,0.76
3,82,6,525,45,0.03028263795423957,0.9
3,82,6,528,35,0.02348993288590604,0.7954545454545454
3,82,6,531,28,0.01859229747675963,0.5283018867924528
3,82,6,534,12,0.007936507936507936,0.27906976744186046
3,82,6,587,44,0.029550033579583614,0.8461538461538461
3,82,6,588,44,0.029470864032150032,0.7857142857142857
3,82,6,590,53,0.03545150501672241,0.7910447761194029
3,82,6,591,46,0.030789825970548863,0.7796610169491526
3,82,6,596,14,0.009174311926605505,0.23728813559322035
3,83,6,640,45,0.10588235294117647,0.8181818181818182
3,83,6,641,40,0.09153318077803203,0.6451612903225806
3,84,6,589,43,0.07624113475177305,0.8775510204081632
3,84,6,592,46,0.08112874779541446,0.8363636363636363
3,84,6,593,30,0.05084745762711865,0.4838709677419355
3,85,6,520,32,0.15384615384615385,0.2882882882882883
3,87,6,464,18,0.14634146341463414,0.2727272727272727
3,95,6,346,34,0.1297709923664122,0.22972972972972974
3,96,6,645,14,0.06511627906976744,0.7
3,97,6,49,53,0.40458015267175573,0.6973684210526315
3,98,6,346,41,0.20812182741116753,0.45555555555555555
3,99,6,576,38,0.3220338983050847,0.5671641791044776
3,100,6,517,45,0.3333333333333333,0.9183673469387755
3,101,6,504,34,0.17801047120418848,0.44155844155844154
3,102,6,514,41,0.36283185840707965,0.6721311475409836
3,103,6,575,43,0.3805309734513274,0.8775510204081632
3,104,6,504,45,0.16666666666666666,0.30405405405405406
3,105,6,580,44,0.39285714285714285,0.7586206896551724
3,118,6,636,38,0.3220338983050847,0.6129032258064516
3,119,6,579,48,0.35555555555555557,0.6575342465753424
3,120,6,583,47,0.3671875,0.7230769230769231
3,121,6,584,51,0.4766355140186916,0.864406779661017
3,122,6,529,29,0.2543859649122807,0.6744186046511628
3,122,6,535,2,0.0136986301369863,0.041666666666666664
3,141,6,572,35,0.2845528455284553,0.603448275862069
3,142,6,571,28,0.25,0.5283018867924528
3,143,6,496,49,0.3684210526315789,0.6712328767123288
3,144,6,499,40,0.36363636363636365,0.7843137254901961
3,145,6,502,53,0.45689655172413796,0.7361111111111112
3,146,6,507,47,0.40869565217391307,0.8245614035087719
3,147,6,508,54,0.4462809917355372,0.75
3,148,6,506,39,0.3305084745762712,0.78
3,148,6,511,1,0.006578947368421052,0.021739130434782608
3,149,6,637,46,0.4107142857142857,0.7301587301587301
3,150,6,512,47,0.40869565217391307,0.8867924528301887
3,151,6,513,49,0.4049586776859504,0.7777777777777778
3,152,6,511,42,0.42424242424242425,0.9130434782608695
3,153,6,638,52,0.45614035087719296,0.8
3,154,6,639,55,0.45081967213114754,0.8870967741935484
3,155,6,597,1,0.011363636363636364,0.038461538461538464
3,193,6,424,24,0.23300970873786409,0.43636363636363634
3,194,6,573,46,0.37398373983739835,0.6216216216216216
3,196,6,498,41,0.3942307692307692,0.7192982456140351
3,197,6,459,47,0.4392523364485981,0.7833333333333333
3,198,6,500,46,0.4,0.7301587301587301
3,199,6,501,54,0.4778761061946903,0.84375
3,201,6,523,36,0.3050847457627119,0.8372093023255814
3,235,6,635,31,0.31,0.775
3,236,6,495,29,0.29896907216494845,0.6444444444444445
3,238,6,124,50,0.44642857142857145,0.6493506493506493
3,239,6,503,51,0.51,0.9107142857142857
3,240,6,577,41,0.3904761904761905,0.7192982456140351
3,241,6,505,42,0.42857142857142855,0.8571428571428571
3,242,6,581,42,0.3853211009174312,0.8235294117647058
3,243,6,516,40,0.39215686274509803,0.8695652173913043
3,244,6,522,40,0.37383177570093457,0.8333333333333334
3,278,6,521,48,0.41379310344827586,0.9056603773584906
3,313,6,570,40,0.3508771929824561,0.6349206349206349
3,314,6,510,46,0.22660098522167488,0.92
3,314,6,586,44,0.21782178217821782,0.9361702127659575
3,315,6,460,46,0.4842105263157895,0.8518518518518519
3,316,6,515,52,0.5,0.9629629629629629
3,317,6,585,48,0.5161290322580645,0.96
3,327,6,519,47,0.3949579831932773,0.8103448275862069
3,352,6,497,44,0.4888888888888889,0.8
3,377,6,578,46,0.5111111111111111,0.8214285714285714
3,503,6,682,7,0.0030146425495262705,0.3888888888888889
3,503,6,684,1,0.0004299226139294927,0.0625
3,503,6,828,11,0.004737295434969853,0.5
3,503,6,832,10,0.004306632213608958,0.47619047619047616
3,503,6,834,4,0.0017196904557179708,0.21052631578947367
3,503,6,836,14,0.00603448275862069,0.6086956521739131
3,503,6,837,17,0.007318123116659492,0.5862068965517241
3,503,6,1018,13,0.0056107034958998705,0.6842105263157895
3,503,6,1019,9,0.003879310344827586,0.5
3,503,6,1020,11,0.004747518342684506,0.6470588235294118
3,503,6,1022,10,0.004314063848144953,0.5882352941176471
3,503,6,1023,12,0.005172413793103448,0.5714285714285714
3,503,6,1024,13,0.0056179775280898875,0.8125
3,503,6,1027,6,0.002589555459646094,0.5
3,503,6,1028,15,0.00648228176318064,0.8333333333333334
3,503,6,1029,11,0.004751619870410367,0.7333333333333333
3,503,6,1030,12,0.005176876617773943,0.631578947368421
3,503,6,1032,1,0.00043084877208099956,0.09090909090909091
3,503,6,1186,3,0.0012925463162429987,0.23076923076923078
3,504,6,681,1,0.0007032348804500703,0.0625
3,504,6,683,4,0.0028208744710860366,0.26666666666666666
3,504,6,708,5,0.003526093088857546,0.3125
3,504,6,829,12,0.008403361344537815,0.36363636363636365
3,504,6,831,16,0.011307420494699646,0.6666666666666666
3,504,6,833,4,0.0027913468248429866,0.13333333333333333
3,504,6,835,21,0.014861995753715499,0.7777777777777778
3,504,6,837,2,0.001394700139470014,0.06896551724137931
3,504,6,838,14,0.009866102889358703,0.5384615384615384
3,504,6,839,1,0.0006997900629811056,0.043478260869565216
3,504,6,1021,21,0.014583333333333334,0.3888888888888889
3,504,6,1025,15,0.010578279266572637,0.5769230769230769
3,504,6,1031,12,0.008432888264230498,0.42857142857142855
3,504,6,1184,15,0.01059322033898305,0.625
3,508,6,1026,1,0.00980392156862745,0.09090909090909091
3,511,6,1016,11,0.39285714285714285,0.7857142857142857
3,517,6,819,13,0.4642857142857143,0.9285714285714286
3,520,6,834,10,0.45454545454545453,0.7692307692307693
3,528,6,1183,10,0.5,0.7142857142857143
3,529,6,1228,11,0.6470588235294118,0.8461538461538461
4,8,5,1,58,0.14285714285714285,0.4496124031007752
4,8,5,9,56,0.13725490196078433,0.43410852713178294
4,8,5,14,27,0.06150341685649203,0.20610687022900764
4,8,5,802,12,0.030456852791878174,0.16901408450704225
4,9,5,762,1,0.02702702702702703,0.05555555555555555
4,15,5,5,17,0.1118421052631579,0.7727272727272727
4,15,5,766,80,0.48484848484848486,0.8163265306122449
4,18,5,10,10,0.0068212824010914054,0.38461538461538464
4,18,5,15,18,0.012379642365887207,0.8181818181818182
4,18,5,16,7,0.0047522063815342835,0.23333333333333334
4,18,5,22,25,0.016139444803098774,0.20161290322580644
4,18,5,23,10,0.006858710562414266,0.5555555555555556
4,18,5,29,16,0.011019283746556474,0.8888888888888888
4,18,5,30,1,0.0006816632583503749,0.05555555555555555
4,18,5,33,18,0.012354152367879203,0.72
4,18,5,34,33,0.021373056994818652,0.25984251968503935
4,18,5,41,22,0.015141087405368204,0.88
4,18,5,42,18,0.01160541586073501,0.15126050420168066
4,18,5,47,76,0.05104096709200806,0.6608695652173913
4,18,5,727,21,0.013662979830839297,0.19444444444444445
4,18,5,729,81,0.05484089370345294,0.75
4,18,5,731,76,0.05100671140939597,0.6551724137931034
4,18,5,733,29,0.018904823989569754,0.25663716814159293
4,18,5,737,13,0.008419689119170985,0.12149532710280374
4,18,5,741,71,0.047364909939959975,0.5916666666666667
4,18,5,762,3,0.0020477815699658703,0.16666666666666666
4,18,5,769,77,0.052452316076294275,0.8105263157894737
4,18,5,770,34,0.0225613802256138,0.37362637362637363
4,18,5,773,15,0.009664948453608248,0.1282051282051282
4,45,5,22,10,0.07874015748031496,0.7692307692307693
4,52,5,28,15,0.45454545454545453,0.6818181818181818
4,77,5,40,16,0.2909090909090909,0.8
4,77,5,740,16,0.11510791366906475,0.3137254901960784
4,91,5,46,21,0.15328467153284672,0.875
4,91,5,776,79,0.5163398692810458,0.8061224489795918
4,102,5,54,12,0.19047619047619047,0.75
4,102,5,742,20,0.14084507042253522,0.3389830508474576
4,103,5,55,101,0.3186119873817035,0.6778523489932886
4,107,5,56,10,0.07936507936507936,0.7142857142857143
4,118,5,59,14,0.23728813559322035,0.8235294117647058
4,118,5,580,22,0.15172413793103448,0.39285714285714285
4,119,5,55,46,0.1464968152866242,0.5054945054945055
4,119,5,68,1,0.004739336492890996,0.01098901098901099
4,130,5,66,19,0.2878787878787879,0.6785714285714286
4,130,5,744,22,0.176,0.38596491228070173
4,131,5,67,47,0.2883435582822086,0.6438356164383562
4,146,5,72,12,0.1875,0.8
4,146,5,746,15,0.10273972602739725,0.2459016393442623
4,147,5,73,53,0.032898820608317815,0.3732394366197183
4,147,5,79,52,0.03254067584480601,0.40625
4,147,5,85,54,0.03347799132052077,0.3724137931034483
4,147,5,89,16,0.010484927916120577,0.8
4,147,5,92,13,0.00853018372703412,0.8666666666666667
4,147,5,101,20,0.013114754098360656,0.8695652173913043
4,147,5,104,3,0.0018148820326678765,0.022388059701492536
4,147,5,112,87,0.05573350416399744,0.6904761904761905
4,147,5,116,16,0.010484927916120577,0.8
4,147,5,117,12,0.0072992700729927005,0.08955223880597014
4,147,5,123,15,0.009823182711198428,0.75
4,147,5,124,45,0.027777777777777776,0.3146853146853147
4,147,5,128,89,0.056760204081632654,0.6592592592592592
4,147,5,135,87,0.055912596401028275,0.71900826446281
4,147,5,749,17,0.010625,0.17894736842105263
4,147,5,752,62,0.03984575835475578,0.6458333333333334
4,147,5,756,65,0.041374920432845325,0.5701754385964912
4,147,5,793,9,0.005548705302096177,0.08256880733944955
4,147,5,794,14,0.00878293601003764,0.16279069767441862
4,159,5,78,23,0.5,0.71875
4,159,5,777,3,0.04411764705882353,0.08823529411764706
4,178,5,84,32,0.20915032679738563,0.6530612244897959
4,186,5,88,13,0.3023255813953488,0.6190476190476191
4,186,5,778,4,0.07547169811320754,0.18181818181818182
4,205,5,91,21,0.16535433070866143,0.7777777777777778
4,217,5,96,13,0.1625,0.7222222222222222
4,217,5,750,20,0.24390243902439024,0.7407407407407407
4,217,5,809,1,0.01098901098901099,0.058823529411764705
4,218,5,97,40,0.25806451612903225,0.6557377049180327
4,235,5,100,43,0.3115942028985507,0.7962962962962963
4,248,5,107,15,0.21739130434782608,0.7894736842105263
4,248,5,753,22,0.23404255319148937,0.43137254901960786
4,249,5,103,42,0.2781456953642384,0.65625
4,265,5,111,7,0.13725490196078433,0.6363636363636364
4,265,5,755,16,0.13793103448275862,0.3404255319148936
